1733	2628
531	534
3663	4391
2632	302
9210	4391
1945	238
1021	2641
990	2620
9571	9571
1363	4623
1021	1363
530	3435
98	5963
531	723
2185	4054
1551	2628
2501	2638
248	405
2102	7357
2647	444
664	2654
533	2371
704	3965
529	7008
1115	2889
1707	325
2642	3227
2629	2635
2109	2341
723	2641
1029	2641
2261	2638
4912	1363
1530	2632
9557	8746
1895	2636
529	1493
1804	2642
724	3441
2619	2703
238	2808
4938	1808
60	2628
723	3670
3623	510
2641	292
2630	2975
5523	3350
9	2839
4855	2641
529	61
1682	3038
1939	2641
2404	2650
1995	2642
902	238
2620	3373
2635	8415
5028	2631
2649	3525
141	2631
2645	3117
1115	1762
861	1667
9557	433
531	725
1345	2641
2628	494
6182	348
723	1682
724	800
533	6663
2641	2651
2442	2641
1363	2081
1385	348
269	3247
2557	2619
1362	448
3266	3271
718	1958
2341	3319
1976	2638
1537	2645
2641	3525
98	3092
2641	4751
1828	2645
2342	3351
98	335
1667	2629
98	2628
1031	2971
711	3306
2344	2638
1288	2631
702	9
2658	2109
2501	2636
2493	406
2630	3357
696	2631
724	942
1783	406
533	1845
2470	2862
536	2680
6868	2635
715	1884
1170	6742
723	4236
9	3271
529	1767
529	9109
812	4391
1112	2497
711	2203
2641	3574
532	1767
1927	3322
1246	2628
5307	2848
1414	3306
536	1926
200	3271
1362	2632
536	1845
2619	425
529	3541
6881	516
1368	2619
718	192
536	2745
1762	1762
7641	3662
1939	2649
723	3884
5523	5523
1060	1667
534	510
723	4355
1335	269
723	3304
2234	510
9152	2638
2627	2745
573	269
2648	4532
533	2848
626	3525
2627	4017
2484	3038
1476	2631
2564	2641
5523	1812
529	2642
238	4341
2468	3535
238	3427
4840	2244
1139	2971
1363	2827
724	1376
953	2974
2619	279
238	4068
74	2627
2652	2652
2643	444
238	6302
99	1682
967	2642
2627	2729
711	941
1362	2628
5251	711
406	9528
902	2646
9398	3038
200	2627
1537	3038
1551	2620
537	4360
99	3566
1838	2619
2641	2656
60	2630
2562	2648
2638	2862
1489	2620
2646	3013
4840	4773
4416	4416
537	2642
5092	3317
