3259	4628
2697	3304
764	1021
2277	2867
1726	3456
3247	447
3247	3453
2445	3096
1621	3308
5336	3249
1617	3259
233	3448
942	3453
3249	3870
1316	4068
1266	2066
2220	4127
1788	2867
694	78
1161	1
1034	2018
2203	2564
3064	3310
3249	4127
2831	457
921	1725
725	1029
3059	3304
234	3525
83	2266
1135	8768
765	3436
3247	3446
1134	2400
2862	3651
1837	3436
1022	1667
1030	3870
168	1725
1481	1621
2091	510
643	2349
1441	3274
1029	2680
3059	3247
822	3385
5049	1059
1153	2208
3870	3870
3247	3534
5253	168
1090	1226
1677	4628
826	1022
1152	3433
177	177
2365	3525
942	233
1271	3640
2627	3433
1699	3259
1675	3062
1355	1676
550	8018
981	1963
48	3528
963	9273
2014	296
2497	2833
79	2206
1614	1625
2470	3307
1246	3385
283	3528
3274	4090
5336	1199
905	2365
1029	497
2340	3440
1933	515
1686	3247
2868	3247
2220	3453
1065	3525
550	1617
1726	4169
944	171
1966	2862
549	3431
1367	2206
1934	2736
3233	3247
3247	363
1307	2208
8018	2271
1621	3309
1815	3249
690	1964
1934	2496
6380	3247
114	1485
3275	484
3247	4401
1725	3062
815	3247
7613	4055
1900	2018
3232	3247
1901	2340
1271	3584
1090	2220
310	3260
2001	6554
1725	234
1153	1725
829	2862
1090	1225
3247	3420
1920	3247
1675	1995
3013	457
999	2220
550	1632
1727	3456
3027	3247
1114	3247
1900	2735
550	3513
1225	2271
963	1621
6207	3525
2831	3247
2221	6309
963	1884
4979	521
3247	3304
1029	418
8018	1537
1135	4090
1621	3307
2832	2908
2020	3400
695	1153
1621	2862
550	1568
306	3640
902	3247
3247	4444
1135	2400
2861	293
7186	3434
224	3437
267	3700
3401	3528
1696	3249
1029	3870
5183	1021
2083	3249
2340	3247
1161	3679
799	3525
3525	418
1695	3259
905	510
48	3247
2862	3247
531	2095
3247	3591
2242	2445
2244	3744
695	3509
2832	2833
758	1227
967	3509
1138	2001
1675	3308
1355	1675
1696	3247
1783	3247
3399	3400
921	3774
1396	3247
5	3249
1355	1625
690	3436
4979	3487
3249	3453
1995	3304
167	3545
2676	3275
2063	3247
3022	3525
902	292
1621	3306
1725	1729
1508	3641
1725	3456
1199	3644
3249	3304
3366	3433
167	3276
1621	2861
3249	4571
2271	3154
1271	1611
963	463
1957	3525
549	118
1485	2340
2266	1174
694	334
334	3526
1681	4628
902	2268
999	2219
2092	2221
1725	4169
1665	3247
1029	1697
1572	4628
3173	3247
909	505
2925	3247
964	1884
1725	4188
1934	1934
1416	3433
138	232
1021	2741
954	2095
2833	3013
1409	3249
1246	3433
1307	3433
2831	2832
1030	2680
694	3543
549	2564
1199	3319
967	3276
1271	2723
1725	2063
2219	510
1031	2680
529	3247
1029	2018
1481	1667
1034	2225
170	3247
1725	2049
695	2489
1957	4068
1135	171
1726	3870
6609	363
2244	3247
1161	7186
1030	1762
1992	3247
8018	3247
1725	1
549	3433
2095	2196
1021	4366
965	3453
3431	3436
695	3062
3071	3525
2001	292
1675	3307
6255	3247
3525	4068
5183	1022
2002	3247
3274	3303
1725	293
5042	2219
978	3247
94	1551
695	3087
9303	3525
1153	3247
2915	334
550	1625
3247	3661
2097	2737
941	3466
2219	2664
1920	3249
2861	3247
336	3640
9498	334
1029	6920
3247	4053
1163	3870
1271	1728
941	3247
1271	1273
2497	3657
943	8018
3247	3523
2095	3826
1678	3247
3247	3247
2268	3432
943	3276
1114	3433
2862	4631
550	3026
2832	3013
1320	3247
1029	3672
2219	6309
3433	3661
549	6365
334	4225
2868	3249
822	3247
1272	292
2832	3436
3247	3262
8800	3247
718	3247
2557	1
234	234
2867	3351
1568	2200
941	3525
168	3641
306	3433
2219	3523
90	4068
1762	3247
8018	3692
234	3087
1029	3509
294	296
647	1900
1762	3433
2220	510
573	3525
1675	3306
2220	6309
8800	3422
4068	4068
3433	4552
1855	3247
2063	2066
5058	3525
942	3233
1729	3525
1884	6777
1695	3247
3275	3303
1409	3247
1029	3473
1226	468
695	7186
2083	3247
5277	3509
1373	2206
902	1485
2333	3247
921	1161
5069	4628
3744	482
151	3525
3374	3433
8018	1474
3172	3640
1621	3304
2914	334
3374	3752
177	2464
2862	3059
1196	267
1015	2244
3525	3528
283	3247
758	2208
1021	3431
2862	3062
1271	1272
1296	432
2225	3247
944	2199
1995	310
2512	3013
1855	3249
550	1966
8174	3023
2208	363
168	3640
1901	2018
1899	3448
2092	2219
5727	4037
2464	3641
156	3525
1199	1699
2092	2220
549	2708
1199	2680
3399	468
3247	3845
1021	167
1614	295
1225	3089
2105	3276
1258	3247
943	967
3234	3433
1035	2018
942	1053
2019	3525
1030	510
2564	2908
1920	3979
1199	3432
1316	3525
942	3870
3244	3247
2737	3525
1307	3657
942	1136
1605	3640
551	3062
942	2868
1472	2208
1614	2214
2611	3307
1697	1725
1355	1355
1675	3182
283	3525
1416	8403
694	3244
2019	3433
2238	3247
1995	3640
942	1920
3247	339
3244	461
643	2350
1608	3525
1729	3433
1667	3247
1678	4628
1675	7441
888	3525
1021	334
3247	4127
1161	2018
1727	3870
1030	1986
1900	3448
2002	2220
1676	3491
694	3062
1957	2097
550	3172
549	1568
1135	3448
549	561
1029	1622
942	5
1246	3247
1884	2558
1515	1515
1163	334
3870	4169
9273	433
8018	2220
1687	3259
2092	3247
694	1153
3509	4553
3525	4167
1199	2070
942	4571
113	3247
694	942
1675	3491
694	2925
1271	1271
3385	3445
1551	3247
944	2200
799	9204
2735	3247
1271	292
1762	2091
2219	3839
3525	4401
1273	292
3247	3509
1271	3641
3247	3658
48	2091
1029	2212
1687	3771
1725	7186
5277	766
4886	550
5	3247
2365	2877
2146	3259
963	2212
1592	1675
5336	3247
1934	3247
2867	4532
2736	3247
1809	3249
66	3433
3247	3870
967	2244
2627	3247
947	2268
694	2445
2063	3434
2470	3304
1003	3247
793	942
967	2680
762	902
769	3247
3249	3845
1675	3304
1876	3247
1199	334
2014	2848
3172	3247
3247	424
2090	3247
1675	4628
9268	3247
1605	3641
694	2489
902	902
2445	3247
1884	2557
1665	3249
1625	2862
1621	3310
7815	3247
921	1225
1162	4169
1677	3062
550	7678
1163	3543
6854	3062
826	1021
550	293
549	1876
1029	468
5049	468
4886	1675
902	2219
1273	2723
1023	1876
3249	339
1725	3087
1271	3247
1677	1681
3445	3525
6365	3437
1053	3247
3247	3452
7815	3640
3247	497
2238	3249
2664	3249
2680	3247
3173	3249
1675	424
5049	3307
2391	3247
942	171
941	942
2081	3247
2664	3247
902	515
1632	3306
1416	3247
549	3026
3525	4168
1727	4169
3275	3618
549	713
550	3062
2268	495
1021	2442
5183	3433
1258	1725
2867	4194
233	3420
1199	1622
2390	3247
1161	2063
942	967
942	3276
1855	2557
1939	2001
3641	3826
551	1625
292	433
2861	3433
769	3249
1530	2726
2197	4556
171	1675
967	4081
550	3521
902	3249
1021	3445
2832	3544
4	3275
2908	4592
2213	2862
1725	3509
234	7186
1367	1725
3247	4571
3247	3249
2063	3433
549	1632
2832	2832
2726	3640
2557	3509
694	2680
5081	3525
1809	3247
1815	3247
941	3013
8321	3247
3249	363
1409	2862
942	3509
2391	3776
1021	4367
2564	3274
3525	9525
5336	9498
1003	1225
1624	3310
1029	2735
1471	2204
1725	2018
1246	2208
1900	2340
171	1676
1614	2212
1161	3870
3249	3644
8321	1386
5049	3172
2208	3431
1508	3640
2049	3525
2557	505
167	3247
48	6554
551	118
1416	7987
2095	515
3249	3658
1476	6580
8768	432
917	3247
3399	461
9343	3525
694	2001
1725	334
6365	3436
177	6365
1355	4828
2723	3247
3247	3445
967	967
1271	3398
2219	3453
1307	3247
2208	4077
1681	3062
796	3525
3274	419
1050	3247
113	3544
695	3448
694	7953
3247	345
3528	3528
1434	1434
3247	4222
538	334
3172	3744
2831	2833
4592	4592
2095	2271
2861	3509
1050	3249
3247	3366
8018	2219
1152	3247
3232	3304
1901	3448
2464	3640
1995	233
2268	4552
3304	3771
7186	3433
3400	3870
758	3249
2862	3509
2737	2862
25	3274
2340	3249
1153	3249
2833	2833
3374	3766
879	1135
1632	3247
538	3247
2470	3306
1675	4011
5077	1675
549	3640
1675	2697
2340	3186
1568	2862
8018	1481
1575	310
2429	3247
3172	3249
1681	1681
2564	3275
3247	4055
695	234
171	2199
1804	2197
91	3436
3247	3644
2833	457
1551	3433
1367	2205
