762	8053
105	6937
780	2493
762	2152
9293	2150
9158	8749
5361	5557
854	5845
1097	4512
1443	1756
3079	4175
3338	4367
2068	3591
2167	3633
55	2375
1070	3314
2196	7999
254	4076
1663	2492
9270	9700
107	2440
9456	7622
3129	4118
2182	3636
832	4173
3840	4175
5208	5315
16	18
1229	4245
129	2068
2401	7999
1579	1581
107	6937
1536	3419
1406	271
6040	8376
130	4065
3740	1315
3233	4367
5573	1986
1340	429
7142	106
820	1235
104	224
1480	21
980	2434
8204	6974
6060	9700
1265	2196
109	2440
1366	2339
2262	2389
1028	6477
2864	9905
981	2434
3637	4466
3338	3636
2235	6910
5420	4512
1919	4076
762	2170
1266	1367
1340	16
1232	3869
7591	9700
669	3338
9428	1665
687	1070
1265	4263
8227	4174
9475	3634
1441	6437
2263	2380
670	3338
111	1919
822	3591
9293	2179
1200	1265
9546	2339
1339	3235
685	3638
2339	28
1404	2784
852	6481
9293	2167
64	106
9546	17
254	6937
2156	3637
1080	15
1405	28
2567	7999
2263	2385
667	3634
6567	2492
1440	6437
6351	6060
63	104
855	6883
1487	1920
3	4208
9639	4181
1193	2439
9304	2263
5922	4119
113	2428
2401	9921
3636	4466
8467	509
110	149
105	1814
1028	2177
2150	3633
64	2028
2152	3637
5996	8086
9270	6060
1535	213
4118	9404
1660	1661
9139	3591
9530	8376
2273	3479
8227	4173
271	9779
4815	4817
5801	4076
2438	333
8410	2496
3637	4367
1709	2235
8410	9307
1443	2520
1718	2493
3235	429
30	491
53	2377
6937	4208
762	2161
55	4086
57	2389
5377	6060
913	6060
5377	6763
58	2386
1207	1215
673	3636
28	271
2044	7605
6000	4214
1407	21
18	3234
2379	6716
5845	6481
762	2184
2237	7999
5333	54
2262	2376
671	3635
7660	4717
6000	4638
6749	2496
2028	254
669	3234
2158	3635
886	9728
5922	3127
2179	3633
2181	3637
2172	3637
1028	2158
9662	2519
106	6763
852	854
5420	1097
2362	333
945	1340
2263	2382
1239	8439
789	288
111	2440
20	21
1390	2381
2666	3480
2667	9777
6351	9270
4972	4150
1235	7597
1404	2339
1665	2495
109	1404
2154	3637
832	129
104	2440
3235	3419
7881	4015
58	2389
762	2179
2262	2378
106	2028
2262	2384
113	114
97	30
666	9293
2157	3636
1650	1709
6040	6235
8410	2498
150	4208
5083	2500
8467	4597
2403	9921
56	4086
1665	6567
9307	2497
3081	4175
1535	3335
30	509
2161	3634
1665	6000
5368	852
670	3635
1232	16
1341	17
3235	4367
5907	2857
913	7591
2299	4174
5807	4766
16	3235
1648	2492
9104	2438
2963	3820
9139	792
53	2382
1232	6060
58	9304
96	2273
2402	2663
2177	3636
2153	3636
2497	4015
8360	2074
3125	4118
2434	46
18	6060
896	9728
3128	4408
2273	491
56	2383
111	113
1069	1080
5420	3047
9307	6000
687	8425
776	3820
2183	3634
64	105
7927	7304
3125	4444
1028	5731
547	2499
58	2393
54	2382
1665	2493
8053	3636
1028	2166
2176	3636
669	762
9104	47
5184	690
56	2375
8954	5932
16	6060
1265	7999
8556	2964
5598	1080
8086	8410
5052	115
